Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_mapped,clean_text,tokens,tb_polarity,tb_subjectivity,tb_sentiment
512,516,"Dancing under the stars at Beyoncé's live show, feeling the power of 'Single Ladies' in every move. ", Energy ,2019-07-28 21:30:00, BeyonceDancer , Twitter , #Energy #BeyonceConcert ,35.0,70.0, USA ,2019,7,28,21,Neutral,dancing star beyoncs live show feeling power single lady every move,"['dancing', 'star', 'beyoncs', 'live', 'show', 'feeling', 'power', 'single', 'lady', 'every', 'move']",0.032467532467532464,0.35714285714285715,Neutral
513,517,"In the crowd of a Taylor Swift concert, the lyrics of 'Love Story' create an enchanting fairy tale. ", Enchantment ,2021-05-10 19:45:00, SwiftieDreamer , Facebook , #Enchantment #TaylorSwift ,30.0,60.0, USA ,2021,5,10,19,Neutral,crowd taylor swift concert lyric love story create enchanting fairy tale,"['crowd', 'taylor', 'swift', 'concert', 'lyric', 'love', 'story', 'create', 'enchanting', 'fairy', 'tale']",0.5,0.6,Positive
514,518,"Rocking out to the guitar solos at a Queen tribute concert, a journey back in time with Freddie's spirit. ", Nostalgia ,2018-12-02 22:15:00, QueenTributeFan , Instagram , #Nostalgia #QueenTribute ,22.0,45.0, UK ,2018,12,2,22,Neutral,rocking guitar solo queen tribute concert journey back time freddies spirit,"['rocking', 'guitar', 'solo', 'queen', 'tribute', 'concert', 'journey', 'back', 'time', 'freddies', 'spirit']",0.0,0.0,Neutral
515,519,"Swaying to Ed Sheeran's acoustic melodies, a serene evening filled with 'Perfect' moments. ", Serenity ,2020-08-18 19:00:00, SheeranMelodyLover , Twitter , #Serenity #EdSheeranConcert ,18.0,35.0, UK ,2020,8,18,19,Positive,swaying sheerans acoustic melody serene evening filled perfect moment,"['swaying', 'sheerans', 'acoustic', 'melody', 'serene', 'evening', 'filled', 'perfect', 'moment']",0.7,0.95,Positive
516,520,"Immersed in the pulsating beats of a Bruno Mars concert, where 'Uptown Funk' becomes a city of joy. ", Joy ,2017-03-28 20:30:00, MarsJoyExplorer , Facebook , #Joy #BrunoMars ,28.0,55.0, USA ,2017,3,28,20,Positive,immersed pulsating beat bruno mar concert uptown funk becomes city joy,"['immersed', 'pulsating', 'beat', 'bruno', 'mar', 'concert', 'uptown', 'funk', 'becomes', 'city', 'joy']",0.8,0.2,Positive
517,521,"At a Michael Jackson tribute show, moonwalking through the hits, a celebration of the King of Pop. ", Celebration ,2022-01-15 21:15:00, MJTributeDancer , Instagram , #Celebration #MJTribute ,25.0,50.0, USA ,2022,1,15,21,Positive,michael jackson tribute show moonwalking hit celebration king pop,"['michael', 'jackson', 'tribute', 'show', 'moonwalking', 'hit', 'celebration', 'king', 'pop']",0.0,0.0,Neutral
518,522,"Swinging to the rhythms of a Frank Sinatra tribute, feeling the timeless charm of 'Fly Me to the Moon'. ", Charm ,2019-06-10 18:45:00, SinatraCharmListener , Twitter , #Charm #SinatraTribute ,22.0,45.0, USA ,2019,6,10,18,Neutral,swinging rhythm frank sinatra tribute feeling timeless charm fly moon,"['swinging', 'rhythm', 'frank', 'sinatra', 'tribute', 'feeling', 'timeless', 'charm', 'fly', 'moon']",0.8,0.9,Positive
519,523,"In the mosh pit of a Metallica concert, the thunderous chords create a symphony of headbanging ecstasy. ", Ecstasy ,2023-03-20 22:30:00, MetallicaMoshWarrior , Facebook , #Ecstasy #MetallicaConcert ,35.0,70.0, USA ,2023,3,20,22,Neutral,mosh pit metallica concert thunderous chord create symphony headbanging ecstasy,"['mosh', 'pit', 'metallica', 'concert', 'thunderous', 'chord', 'create', 'symphony', 'headbanging', 'ecstasy']",0.0,0.0,Neutral
520,524,"Experiencing the magic of a Coldplay concert, where 'Fix You' becomes a beacon of hope in the night. ", Hope ,2016-11-28 19:00:00, ColdplayHopeSeeker , Instagram , #Hope #ColdplayMagic ,30.0,60.0, UK ,2016,11,28,19,Positive,experiencing magic coldplay concert fix becomes beacon hope night,"['experiencing', 'magic', 'coldplay', 'concert', 'fix', 'becomes', 'beacon', 'hope', 'night']",0.5,1.0,Positive
521,525,"At a Justin Bieber concert, the infectious beats of 'Baby' create a dance floor of unbridled enthusiasm. ", Enthusiasm ,2018-08-05 20:00:00, BieberDanceEnthusiast , Instagram , #Enthusiasm #JustinBieber ,40.0,80.0, Canada ,2018,8,5,20,Positive,justin bieber concert infectious beat baby create dance floor unbridled enthusiasm,"['justin', 'bieber', 'concert', 'infectious', 'beat', 'baby', 'create', 'dance', 'floor', 'unbridled', 'enthusiasm']",0.0,0.0,Neutral
522,526,"In the spotlight at a Lady Gaga show, each costume change is a metamorphosis of creativity and artistry. ", Creativity ,2021-04-15 21:30:00, GagaArtisticChameleon , Twitter , #Creativity #LadyGaga ,35.0,70.0, USA ,2021,4,15,21,Neutral,spotlight lady gaga show costume change metamorphosis creativity artistry,"['spotlight', 'lady', 'gaga', 'show', 'costume', 'change', 'metamorphosis', 'creativity', 'artistry']",0.0,0.0,Neutral
523,527,"Immersed in the soulful melodies of Adele, tears flow freely, moved by the emotion of 'Hello'. ", Emotion ,2019-11-28 19:45:00, AdeleMelodyTearjerker , Facebook , #Emotion #AdeleMelodies ,30.0,60.0, UK ,2019,11,28,19,Neutral,immersed soulful melody adele tear flow freely moved emotion hello,"['immersed', 'soulful', 'melody', 'adele', 'tear', 'flow', 'freely', 'moved', 'emotion', 'hello']",0.4,0.8,Positive
524,528,"Drenched in confetti at a Katy Perry concert, a kaleidoscope of colors igniting the night sky. ", Colorful ,2020-06-22 22:00:00, KatyPerryColorExplosion , Instagram , #Colorful #KatyPerry ,22.0,45.0, USA ,2020,6,22,22,Neutral,drenched confetti katy perry concert kaleidoscope color igniting night sky,"['drenched', 'confetti', 'katy', 'perry', 'concert', 'kaleidoscope', 'color', 'igniting', 'night', 'sky']",0.0,0.0,Neutral
525,529,"In the audience of a Jay-Z performance, the lyrics of 'Empire State of Mind' become an anthem of pride. ", Pride ,2017-09-10 20:15:00, JayZEmpireListener , Twitter , #Pride #JayZAnthem ,18.0,35.0, USA ,2017,9,10,20,Neutral,audience jayz performance lyric empire state mind become anthem pride,"['audience', 'jayz', 'performance', 'lyric', 'empire', 'state', 'mind', 'become', 'anthem', 'pride']",0.0,0.0,Neutral
526,530,"Dancing to Shakira's rhythmic beats, hips swaying to the hypnotic charm of 'Hips Don't Lie'. ", Hypnotic ,2022-02-28 21:15:00, ShakiraHipsDancer , Facebook , #Hypnotic #ShakiraRhythms ,28.0,55.0, Colombia ,2022,2,28,21,Neutral,dancing shakiras rhythmic beat hip swaying hypnotic charm hip dont lie,"['dancing', 'shakiras', 'rhythmic', 'beat', 'hip', 'swaying', 'hypnotic', 'charm', 'hip', 'dont', 'lie']",0.0,0.0,Neutral
527,531,"At a U2 concert, the anthemic chords of 'With or Without You' create a timeless moment of connection. ", Connection ,2016-05-15 19:30:00, U2ConnectionSeeker , Instagram , #Connection #U2Anthem ,25.0,50.0, Ireland ,2016,5,15,19,Neutral,concert anthemic chord without create timeless moment connection,"['concert', 'anthemic', 'chord', 'without', 'create', 'timeless', 'moment', 'connection']",0.0,0.0,Neutral
528,532,"Rocking out at a Guns N' Roses show, the iconic riffs of 'Sweet Child o' Mine' echoing in the night. ", Iconic ,2018-12-10 22:30:00, GunsNRosesRiffRockstar , Twitter , #Iconic #GNRConcert ,22.0,45.0, USA ,2018,12,10,22,Neutral,rocking gun rose show iconic riff sweet child mine echoing night,"['rocking', 'gun', 'rose', 'show', 'iconic', 'riff', 'sweet', 'child', 'mine', 'echoing', 'night']",0.425,0.575,Positive
529,533,"In the crowd of an Ariana Grande concert, the high notes of 'Into You' create a euphoric symphony. ", Euphoria ,2023-01-22 20:00:00, ArianaEuphoriaChaser , Facebook , #Euphoria #ArianaGrande ,35.0,70.0, USA ,2023,1,22,20,Neutral,crowd ariana grande concert high note create euphoric symphony,"['crowd', 'ariana', 'grande', 'concert', 'high', 'note', 'create', 'euphoric', 'symphony']",0.16,0.54,Positive
530,534,"Swaying to the reggae vibes of Bob Marley's tribute concert, each chord a journey to Jamaica's soul. ", Journey ,2020-03-05 18:45:00, MarleyReggaeTraveler , Instagram , #Journey #BobMarleyTribute ,30.0,60.0, Jamaica ,2020,3,5,18,Neutral,swaying reggae vibe bob marley tribute concert chord journey jamaica soul,"['swaying', 'reggae', 'vibe', 'bob', 'marley', 'tribute', 'concert', 'chord', 'journey', 'jamaica', 'soul']",0.0,0.0,Neutral
531,535,"Captivated by the spellbinding plot twists, the audience applauds, experiencing a rollercoaster of emotions at the movie premiere. ", Excitement ,2018-10-12 20:00:00, MovieEnthusiastPremiereAttendee , Twitter , #Excitement #MoviePremiereThrills ,40.0,80.0, USA ,2018,10,12,20,Positive,captivated spellbinding plot twist audience applauds experiencing rollercoaster emotion movie premiere,"['captivated', 'spellbinding', 'plot', 'twist', 'audience', 'applauds', 'experiencing', 'rollercoaster', 'emotion', 'movie', 'premiere']",0.0,0.0,Neutral
532,536,"As the credits roll, a profound sense of nostalgia washes over, reminiscent of cherished moments in classic films. ", Nostalgia ,2019-06-25 22:15:00, FilmLoverNostalgiaSeeker , Instagram , #Nostalgia #ClassicFilmMoments ,35.0,70.0, UK ,2019,6,25,22,Neutral,credit roll profound sense nostalgia wash reminiscent cherished moment classic film,"['credit', 'roll', 'profound', 'sense', 'nostalgia', 'wash', 'reminiscent', 'cherished', 'moment', 'classic', 'film']",0.08333333333333333,0.5555555555555556,Positive
533,537,"Streaming the latest web series, the viewer is engrossed in the characters' journey, feeling a sense of connection and empathy. ", Engagement ,2020-07-08 19:30:00, WebSeriesViewerCharacterConnection , Facebook , #Engagement #WebSeriesJourney ,30.0,60.0, Canada ,2020,7,8,19,Neutral,streaming latest web series viewer engrossed character journey feeling sense connection empathy,"['streaming', 'latest', 'web', 'series', 'viewer', 'engrossed', 'character', 'journey', 'feeling', 'sense', 'connection', 'empathy']",0.5,0.9,Positive
534,538,"At the film festival, the indie filmmaker's creation receives a standing ovation, evoking pride and a sense of accomplishment. ", Pride ,2017-09-18 21:45:00, IndieFilmmakerFestivalSuccess , Twitter , #Pride #IndieFilmSuccess ,22.0,45.0, Australia ,2017,9,18,21,Neutral,film festival indie filmmaker creation receives standing ovation evoking pride sense accomplishment,"['film', 'festival', 'indie', 'filmmaker', 'creation', 'receives', 'standing', 'ovation', 'evoking', 'pride', 'sense', 'accomplishment']",0.0,0.0,Neutral
535,539,"Watching a heartwarming family drama, tears flow freely as the characters overcome challenges, leaving the viewer with a warm glow. ", Touched ,2021-01-15 18:00:00, DramaEnthusiastHeartwarmingMoments , Instagram , #Touched #FamilyDramaMoments ,28.0,55.0, India ,2021,1,15,18,Neutral,watching heartwarming family drama tear flow freely character overcome challenge leaving viewer warm glow,"['watching', 'heartwarming', 'family', 'drama', 'tear', 'flow', 'freely', 'character', 'overcome', 'challenge', 'leaving', 'viewer', 'warm', 'glow']",0.5,0.7,Positive
536,540,"At the Oscars, the actor graciously accepts an award, radiating joy and gratitude for the recognition of their outstanding performance. ", Gratitude ,2016-02-28 20:30:00, AwardWinningActorOscarsRecipient , Facebook , #Gratitude #OscarWinningMoment ,18.0,35.0, USA ,2016,2,28,20,Positive,oscar actor graciously accepts award radiating joy gratitude recognition outstanding performance,"['oscar', 'actor', 'graciously', 'accepts', 'award', 'radiating', 'joy', 'gratitude', 'recognition', 'outstanding', 'performance']",0.65,0.5375,Positive
537,541,"Discovering a hidden gem in the world of documentaries, the viewer is enlightened and inspired, feeling a renewed sense of curiosity. ", Inspiration ,2022-04-20 17:30:00, DocumentaryEnthusiastHiddenGemFinder , Twitter , #Inspiration #HiddenGemDiscovery ,22.0,45.0, France ,2022,4,20,17,Neutral,discovering hidden gem world documentary viewer enlightened inspired feeling renewed sense curiosity,"['discovering', 'hidden', 'gem', 'world', 'documentary', 'viewer', 'enlightened', 'inspired', 'feeling', 'renewed', 'sense', 'curiosity']",-0.16666666666666666,0.3333333333333333,Negative
538,542,"As the movie credits roll, the viewer experiences a mix of awe and contemplation, pondering the deeper meanings woven into the storyline. ", Contemplation ,2019-11-05 21:15:00, FilmBuffContemplativeViewer , Instagram , #Contemplation #DeepMeanings ,28.0,55.0, Germany ,2019,11,5,21,Neutral,movie credit roll viewer experience mix awe contemplation pondering deeper meaning woven storyline,"['movie', 'credit', 'roll', 'viewer', 'experience', 'mix', 'awe', 'contemplation', 'pondering', 'deeper', 'meaning', 'woven', 'storyline']",0.0,0.0,Neutral
539,543,"Binge-watching a thrilling crime series, the suspense keeps the viewer on the edge of their seat, creating a rush of adrenaline. ", Suspense ,2015-07-12 22:00:00, CrimeSeriesEnthusiastThrillSeeker , Facebook , #Suspense #CrimeSeriesThrills ,35.0,70.0, Japan ,2015,7,12,22,Neutral,bingewatching thrilling crime series suspense keep viewer edge seat creating rush adrenaline,"['bingewatching', 'thrilling', 'crime', 'series', 'suspense', 'keep', 'viewer', 'edge', 'seat', 'creating', 'rush', 'adrenaline']",0.25,1.0,Positive
540,544,"As the closing scene unfolds, a sense of satisfaction washes over, completing the cinematic journey with a profound and fulfilling ending. ", Satisfaction ,2020-09-10 19:45:00, FilmCriticSatisfactionSeeker , Twitter , #Satisfaction #FulfillingEnding ,22.0,45.0, Brazil ,2020,9,10,19,Positive,closing scene unfolds sense satisfaction wash completing cinematic journey profound fulfilling ending,"['closing', 'scene', 'unfolds', 'sense', 'satisfaction', 'wash', 'completing', 'cinematic', 'journey', 'profound', 'fulfilling', 'ending']",0.041666666666666664,0.6,Neutral
541,545,"Celebrating a historic victory in the World Cup, the nation erupts in joy, united by the triumph of their football team. ", Joy ,2018-07-15 21:30:00, FootballFanWorldCupCelebration , Instagram , #Joy #WorldCupTriumph ,40.0,80.0, Brazil ,2018,7,15,21,Positive,celebrating historic victory world cup nation erupts joy united triumph football team,"['celebrating', 'historic', 'victory', 'world', 'cup', 'nation', 'erupts', 'joy', 'united', 'triumph', 'football', 'team']",0.4,0.1,Positive
542,546,"At the Olympics, the athlete's perseverance shines through, earning a gold medal and inspiring a generation with their remarkable achievement. ", Inspiration ,2020-08-08 19:45:00, OlympicsEnthusiastGoldMedalWinner , Twitter , #Inspiration #OlympicAchievement ,35.0,70.0, USA ,2020,8,8,19,Neutral,olympics athlete perseverance shine earning gold medal inspiring generation remarkable achievement,"['olympics', 'athlete', 'perseverance', 'shine', 'earning', 'gold', 'medal', 'inspiring', 'generation', 'remarkable', 'achievement']",0.625,0.875,Positive
543,547,"In the cricket championship, a nail-biting finish leaves fans on the edge of their seats, experiencing a rollercoaster of emotions. ", Excitement ,2019-06-25 22:15:00, CricketFanChampionshipThrills , Facebook , #Excitement #CricketChampionship ,30.0,60.0, India ,2019,6,25,22,Positive,cricket championship nailbiting finish leaf fan edge seat experiencing rollercoaster emotion,"['cricket', 'championship', 'nailbiting', 'finish', 'leaf', 'fan', 'edge', 'seat', 'experiencing', 'rollercoaster', 'emotion']",0.0,0.0,Neutral
544,548,"Witnessing a record-breaking marathon, spectators are filled with awe and admiration for the endurance and dedication of the runners. ", Admiration ,2021-11-07 17:30:00, MarathonSpectatorRecordBreaking , Instagram , #Admiration #MarathonRecords ,22.0,45.0, Kenya ,2021,11,7,17,Positive,witnessing recordbreaking marathon spectator filled awe admiration endurance dedication runner,"['witnessing', 'recordbreaking', 'marathon', 'spectator', 'filled', 'awe', 'admiration', 'endurance', 'dedication', 'runner']",0.4,0.9,Positive
545,549,"In the tennis grand slam, a fierce rivalry unfolds, captivating fans with a display of skill and sportsmanship on the world stage. ", Captivation ,2017-09-10 20:15:00, TennisEnthusiastGrandSlamDrama , Twitter , #Captivation #TennisRivalry ,28.0,55.0, UK ,2017,9,10,20,Neutral,tennis grand slam fierce rivalry unfolds captivating fan display skill sportsmanship world stage,"['tennis', 'grand', 'slam', 'fierce', 'rivalry', 'unfolds', 'captivating', 'fan', 'display', 'skill', 'sportsmanship', 'world', 'stage']",0.5,1.0,Positive
546,550,"Cheering for the underdog in the basketball finals, the crowd erupts in applause as the team defies odds to claim the championship title. ", Triumph ,2022-06-20 21:00:00, BasketballFanUnderdogTriumph , Facebook , #Triumph #BasketballFinals ,18.0,35.0, USA ,2022,6,20,21,Neutral,cheering underdog basketball final crowd erupts applause team defies odds claim championship title,"['cheering', 'underdog', 'basketball', 'final', 'crowd', 'erupts', 'applause', 'team', 'defies', 'odds', 'claim', 'championship', 'title']",0.0,0.0,Neutral
